3,Mri_TrafficVeh,12,2,-858993460,-9.25596e+61,-858993460,Winter Street 12,,-9.25596e+61,-9.25596e+61,-9.25596e+61,-9.25596e+61,-9.25596e+61,-9.25596e+61,-9.25596e+61,3,-858993460,-858993460,-858993460,-858993460
3,Mri_TrafficVeh,12,2,-858993460,-9.25596e+61,-858993460,Winter Street 12,,-9.25596e+61,-9.25596e+61,-9.25596e+61,-9.25596e+61,-9.25596e+61,-9.25596e+61,-9.25596e+61,3,-858993460,-858993460,-858993460,-858993460
3,Mri_TrafficVeh,12,2,-858993460,-9.25596e+61,-858993460,Winter Street 12,,-9.25596e+61,-9.25596e+61,-9.25596e+61,-9.25596e+61,-9.25596e+61,-9.25596e+61,-9.25596e+61,3,-858993460,-858993460,-858993460,-858993460
3,Mri_TrafficVeh,12,2,-858993460,-9.25596e+61,-858993460,Winter Street 12,,-9.25596e+61,-9.25596e+61,-9.25596e+61,-9.25596e+61,-9.25596e+61,-9.25596e+61,-9.25596e+61,3,-858993460,-858993460,-858993460,-858993460
3,Mri_TrafficVeh,12,2,-858993460,-9.25596e+61,-858993460,Winter Street 12,,-9.25596e+61,-9.25596e+61,-9.25596e+61,-9.25596e+61,-9.25596e+61,-9.25596e+61,-9.25596e+61,3,-858993460,-858993460,-858993460,-858993460
49,Mri_TrafficVeh,12,2,-858993460,-9.25596e+61,-858993460,Winter Street 12,,-9.25596e+61,-9.25596e+61,-9.25596e+61,-9.25596e+61,-9.25596e+61,-9.25596e+61,-9.25596e+61,46,-858993460,-858993460,-858993460,-858993460
175,Mri_TrafficVeh,12,2,-858993460,-9.25596e+61,-858993460,Winter Street 12,,-9.25596e+61,-9.25596e+61,-9.25596e+61,-9.25596e+61,-9.25596e+61,-9.25596e+61,-9.25596e+61,173,-858993460,-858993460,-858993460,-858993460
306,Mri_TrafficVeh,12,2,-858993460,-9.25596e+61,-858993460,Winter Street 12,,-9.25596e+61,-9.25596e+61,-9.25596e+61,-9.25596e+61,-9.25596e+61,-9.25596e+61,-9.25596e+61,304,-858993460,-858993460,-858993460,-858993460
433,Mri_TrafficVeh,12,2,-858993460,-9.25596e+61,-858993460,Winter Street 12,,-9.25596e+61,-9.25596e+61,-9.25596e+61,-9.25596e+61,-9.25596e+61,-9.25596e+61,-9.25596e+61,430,-858993460,-858993460,-858993460,-858993460
562,Mri_TrafficVeh,12,2,-858993460,-9.25596e+61,-858993460,Winter Street 12,,-9.25596e+61,-9.25596e+61,-9.25596e+61,-9.25596e+61,-9.25596e+61,-9.25596e+61,-9.25596e+61,559,-858993460,-858993460,-858993460,-858993460
